Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2012,Percentage,25 to under 35 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),44.0
2017,Percentage,25 to under 35 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),39.2
2020,Percentage,25 to under 35 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),32.3
2012,Percentage,25 to under 35 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),43.4
2017,Percentage,25 to under 35 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.9
2020,Percentage,25 to under 35 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),43.0
2012,Percentage,25 to under 35 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.7
2017,Percentage,25 to under 35 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),12.9
2020,Percentage,25 to under 35 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),19.2
2012,Percentage,25 to under 35 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),3.9
2017,Percentage,25 to under 35 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.0
2020,Percentage,25 to under 35 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.4
2012,Percentage,35 to under 45 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),47.2
2017,Percentage,35 to under 45 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),40.1
2020,Percentage,35 to under 45 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),31.3
2012,Percentage,35 to under 45 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.4
2017,Percentage,35 to under 45 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.4
2020,Percentage,35 to under 45 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),45.5
2012,Percentage,35 to under 45 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.6
2017,Percentage,35 to under 45 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),13.3
2020,Percentage,35 to under 45 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),18.9
2012,Percentage,35 to under 45 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),2.8
2017,Percentage,35 to under 45 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.2
2020,Percentage,35 to under 45 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),4.3
2012,Percentage,45 to under 55 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),45.7
2017,Percentage,45 to under 55 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),39.9
2020,Percentage,45 to under 55 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),28.3
2012,Percentage,45 to under 55 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.7
2017,Percentage,45 to under 55 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.6
2020,Percentage,45 to under 55 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),46.9
2012,Percentage,45 to under 55 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.7
2017,Percentage,45 to under 55 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),12.0
2020,Percentage,45 to under 55 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),20.0
2012,Percentage,45 to under 55 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),2.9
2017,Percentage,45 to under 55 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.5
2020,Percentage,45 to under 55 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),4.8
2012,Percentage,55 to under 65 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),43.1
2017,Percentage,55 to under 65 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),37.6
2020,Percentage,55 to under 65 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),24.1
2012,Percentage,55 to under 65 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.1
2017,Percentage,55 to under 65 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.9
2020,Percentage,55 to under 65 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),50.3
2012,Percentage,55 to under 65 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),11.1
2017,Percentage,55 to under 65 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),13.9
2020,Percentage,55 to under 65 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),20.8
2012,Percentage,55 to under 65 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),3.8
2017,Percentage,55 to under 65 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.6
2020,Percentage,55 to under 65 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),4.8
2012,Percentage,65 to under 75 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),35.6
2017,Percentage,65 to under 75 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),32.8
2020,Percentage,65 to under 75 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),18.9
2012,Percentage,65 to under 75 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),42.2
2017,Percentage,65 to under 75 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.4
2020,Percentage,65 to under 75 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),49.4
2012,Percentage,65 to under 75 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),16.3
2017,Percentage,65 to under 75 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),18.4
2020,Percentage,65 to under 75 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),26.1
2012,Percentage,65 to under 75 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.9
2017,Percentage,65 to under 75 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),7.3
2020,Percentage,65 to under 75 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.7
2012,Percentage,75 years and older,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),26.9
2017,Percentage,75 years and older,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),25.9
2020,Percentage,75 years and older,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),11.6
2012,Percentage,75 years and older,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),37.4
2017,Percentage,75 years and older,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),40.3
2020,Percentage,75 years and older,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),48.4
2012,Percentage,75 years and older,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),24.8
2017,Percentage,75 years and older,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),23.1
2020,Percentage,75 years and older,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),31.8
2012,Percentage,75 years and older,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),10.9
2017,Percentage,75 years and older,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),10.7
2020,Percentage,75 years and older,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.2
